trip_id,start_time,end_time,headway_secs
963D0V,9:58:00,10:11:00,1560
963D0V,10:11:00,10:24:00,780
963D0V,10:24:00,22:15:00,986
963D1I,7:32:00,8:02:00,1800
963D1I,8:02:00,8:46:00,1320
963D1I,8:46:00,22:15:00,1069
963D1V,7:00:00,7:30:00,1800
963D1V,7:30:00,8:14:00,1320
963D1V,8:14:00,8:47:00,1980
963D1V,8:47:00,9:04:00,1980
963D1V,9:04:00,9:21:00,1020
963D1V,9:21:00,22:15:00,1074
979D2I,7:25:00,7:58:00,1980
979D2I,7:58:00,8:48:00,1500
979D2I,8:48:00,22:30:00,1112
979D2V,7:10:00,7:43:00,1980
979D2V,7:43:00,8:32:00,1470
979D2V,8:32:00,22:15:00,1112
979D0I,6:35:00,7:05:00,1800
979D0I,7:05:00,22:25:00,833
979D0V,6:20:00,6:50:00,1800
979D0V,6:50:00,22:10:00,831
979D1I,6:45:00,7:18:00,1980
979D1I,7:18:00,8:43:00,1700
979D1I,8:43:00,21:55:00,1131
979D1I,21:55:00,22:30:00,2100
979D1V,6:30:00,7:02:00,1920
979D1V,7:02:00,8:27:00,1700
979D1V,8:27:00,21:35:00,1111
979D1V,21:35:00,22:15:00,2400
651D2I,8:16:00,8:51:00,2100
651D2I,8:51:00,22:20:00,1152
651D2V,8:00:00,8:35:00,2100
651D2V,8:35:00,22:20:00,1150
651D0I,7:00:00,7:42:00,2520
651D0I,7:42:00,22:20:00,936
651D0V,6:45:00,7:23:00,2280
651D0V,7:23:00,22:20:00,923
651D1I,7:15:00,7:52:00,2220
651D1I,7:52:00,8:50:00,1740
651D1I,8:50:00,22:20:00,1215
651D1V,7:00:00,7:37:00,2220
651D1V,7:37:00,8:32:00,1650
651D1V,8:32:00,22:05:00,1212
945D2I,7:22:00,8:00:00,2280
945D2I,8:00:00,20:24:00,1395
945D2I,20:24:00,22:20:00,1116
945D2V,7:05:00,7:42:00,2220
945D2V,7:42:00,8:39:00,1710
945D2V,8:39:00,22:02:00,1344
945D0I,6:20:00,6:50:00,1800
945D0I,6:50:00,22:10:00,704
945D0V,6:00:00,6:30:00,1800
945D0V,6:30:00,9:16:00,830
945D0V,9:16:00,9:26:00,1200
945D0V,9:26:00,9:36:00,600
945D0V,9:36:00,20:24:00,694
945D0V,20:24:00,20:36:00,1440
945D0V,20:36:00,20:48:00,720
945D0V,20:48:00,22:10:00,792
945D1I,7:05:00,7:25:00,1200
945D1I,7:25:00,22:20:00,746
945D1V,6:45:00,7:05:00,1200
945D1V,7:05:00,8:16:00,1065
945D1V,8:16:00,22:15:00,738
487D2I,4:30:00,5:22:00,3120
487D2I,5:22:00,7:36:00,2680
487D2I,7:36:00,8:20:00,1320
487D2I,8:20:00,22:45:00,708
487D2I,22:45:00,23:40:00,3300
487D2I,23:40:00,24:35:00,3300
487D2I,24:35:00,25:30:00,3300
487D2V,4:55:00,5:47:00,3120
487D2V,5:47:00,7:08:00,2430
487D2V,7:08:00,8:19:00,1420
487D2V,8:19:00,10:41:00,775
487D2V,10:41:00,10:52:00,1260
487D2V,10:52:00,11:02:00,600
487D2V,11:02:00,22:30:00,708
487D2V,22:30:00,23:09:00,2340
487D2V,23:09:00,24:05:00,3360
487D2V,24:05:00,24:59:00,3240
487D2V,24:59:00,25:51:00,3120
487D0I,4:30:00,4:55:00,1500
487D0I,4:55:00,7:44:00,1268
487D0I,7:44:00,22:45:00,583
487D0I,22:45:00,23:40:00,3300
487D0I,23:40:00,24:35:00,3300
487D0I,24:35:00,25:30:00,3300
487D0V,4:30:00,4:55:00,1500
487D0V,4:55:00,6:30:00,1425
487D0V,6:30:00,8:43:00,665
487D0V,8:43:00,9:15:00,640
487D0V,9:15:00,9:23:00,960
487D0V,9:23:00,9:31:00,480
487D0V,9:31:00,20:12:00,583
487D0V,20:12:00,20:22:00,1200
487D0V,20:22:00,20:32:00,600
487D0V,20:32:00,22:45:00,665
487D0V,22:45:00,23:09:00,1440
487D0V,23:09:00,24:05:00,3360
487D0V,24:05:00,24:59:00,3240
487D0V,24:59:00,25:51:00,3120
487D1I,4:30:00,4:57:00,1620
487D1I,4:57:00,7:27:00,1500
487D1I,7:27:00,22:45:00,595
487D1I,22:45:00,23:45:00,3600
487D1I,23:45:00,24:45:00,3600
487D1I,24:45:00,25:45:00,3600
487D1I,25:45:00,26:40:00,3300
487D1I,26:40:00,27:30:00,3000
487D1V,4:30:00,4:57:00,1620
487D1V,4:57:00,7:57:00,1543
487D1V,7:57:00,8:22:00,750
487D1V,8:22:00,23:11:00,578
487D1V,23:11:00,24:11:00,3600
487D1V,24:11:00,25:11:00,3600
487D1V,25:11:00,26:08:00,3420
487D1V,26:08:00,27:01:00,3180
185D2I,4:10:00,5:01:00,3060
185D2I,5:01:00,7:15:00,2680
185D2I,7:15:00,7:58:00,1290
185D2I,7:58:00,22:05:00,759
185D2I,22:05:00,22:45:00,1200
185D2I,22:45:00,23:40:00,3300
185D2I,23:40:00,24:35:00,3300
185D2I,24:35:00,25:30:00,3300
185D2V,4:35:00,5:26:00,3060
185D2V,5:26:00,6:48:00,2460
185D2V,6:48:00,7:30:00,1260
185D2V,7:30:00,22:35:00,744
185D2V,22:35:00,23:08:00,1980
185D2V,23:08:00,24:03:00,3300
185D2V,24:03:00,24:57:00,3240
185D2V,24:57:00,25:49:00,3120
185D0I,4:10:00,5:00:00,3000
185D0I,5:00:00,6:21:00,2430
185D0I,6:21:00,7:05:00,1320
185D0I,7:05:00,22:45:00,574
185D0I,22:45:00,23:40:00,3300
185D0I,23:40:00,24:35:00,3300
185D0I,24:35:00,25:30:00,3300
185D0V,4:35:00,5:25:00,3000
185D0V,5:25:00,6:36:00,1420
185D0V,6:36:00,8:40:00,744
185D0V,8:40:00,8:49:00,1080
185D0V,8:49:00,8:58:00,540
185D0V,8:58:00,20:21:00,554
185D0V,20:21:00,20:29:00,960
185D0V,20:29:00,20:37:00,480
185D0V,20:37:00,22:45:00,591
185D0V,22:45:00,23:07:00,1320
185D0V,23:07:00,24:03:00,3360
185D0V,24:03:00,24:57:00,3240
185D0V,24:57:00,25:49:00,3120
185D1I,4:10:00,5:00:00,3000
185D1I,5:00:00,6:20:00,2400
185D1I,6:20:00,8:25:00,1250
185D1I,8:25:00,20:29:00,579
185D1I,20:29:00,22:45:00,870
185D1I,22:45:00,23:45:00,3600
185D1I,23:45:00,24:45:00,3600
