route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
15,LAB,946D0V3,Pinedo,0,9460,SHP_946_I
15,LAB,946D0V4,Estació del Nord,0,9460,SHP_946_V
15,LAB,946D0V5,Pinedo,0,9460,SHP_946_I
15,LAB,946D0V6,Estació del Nord,0,9460,SHP_946_V
15,LAB,946D0V7,Pinedo,0,9460,SHP_946_I
15,LAB,946D0V8,Estació del Nord,0,9460,SHP_946_V
15,LAB,946D0V9,Pinedo,0,9460,SHP_946_I
15,LAB,946D0V10,Estació del Nord,0,9460,SHP_946_V
15,LAB,946D0V11,Pinedo,0,9460,SHP_946_I
15,LAB,946D0V12,Estació del Nord,0,9460,SHP_946_V
15,LAB,946D0V13,Pinedo,0,9460,SHP_946_I
15,LAB,946D0V14,Estació del Nord,0,9460,SHP_946_V
15,LAB,946D0V15,Pinedo,0,9460,SHP_946_I
15,LAB,946D0V16,Estació del Nord,0,9460,SHP_946_V
15,LAB,946D0V17,Pinedo,0,9460,SHP_946_I
15,LAB,946D0V18,Estació del Nord,0,9460,SHP_946_V
15,LAB,946D0V19,Pinedo,0,9460,SHP_946_I
15,LAB,946D0V20,Estació del Nord,0,9460,SHP_946_V
15,LAB,946D0V21,Pinedo,0,9460,SHP_946_I
15,SAB,946D1V0,Estació del Nord,0,9461,SHP_946_V
15,SAB,946D1V1,Pinedo,0,9461,SHP_946_I
15,SAB,946D1V2,Estació del Nord,0,9461,SHP_946_V
15,SAB,946D1V3,Pinedo,0,9461,SHP_946_I
15,SAB,946D1V4,Estació del Nord,0,9461,SHP_946_V
15,SAB,946D1V5,Pinedo,0,9461,SHP_946_I
15,SAB,946D1V6,Estació del Nord,0,9461,SHP_946_V
15,SAB,946D1V7,Pinedo,0,9461,SHP_946_I
15,SAB,946D1V8,Estació del Nord,0,9461,SHP_946_V
15,SAB,946D1V9,Pinedo,0,9461,SHP_946_I
15,SAB,946D1V10,Estació del Nord,0,9461,SHP_946_V
15,SAB,946D1V11,Pinedo,0,9461,SHP_946_I
